Crash Severity Description,Reportnumber,Agencyname,CollisionImpact Description,Crash County Description,FunctionalClass Description,ImpairedCrash,Large Vehicle Involved,OffRoad,RoadName,Route Number,RouteType Description,Unrestrained Occupants,Crashdate,Work Zone Crash,Latitude,Longitude,CrashYear,Crashtime,Crashhour
Property Damage Crashes,GD3163005N,Landover Police Department,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,TAYLOR TERR,80.0,MUNICIPAL ROAD,No,2/10/2025,No,38.94204022,-76.892077432,2025,14:00,14
Property Damage Crashes,MSP732900CQ,Maryland State Police,"Sideswipe, Opposite Direction",Baltimore County,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,1/9/2025,No,39.258381667,-76.675451667,2025,17:46,17
Property Damage Crashes,MSP75870077,Maryland State Police,Single Vehicle,Howard,Local,No,Yes,No,I-95 SOUTH WELCOME CENTER,95.0,INTERSTATE ROUTE,No,1/3/2025,No,39.14151405,-76.8469305,2025,18:40,18
Property Damage Crashes,DA3875008R,Prince George's County Police,Single Vehicle,Prince George's,Local,No,Yes,No,OAKLAWN RD,199.0,COUNTY ROAD,No,3/3/2025,No,38.772239561,-76.948320992,2025,13:14,13
Property Damage Crashes,DA4423000V,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,No,,458.0,SPUR,Yes,2/18/2025,No,38.890002615,-76.863084454,2025,08:40,8
Property Damage Crashes,MSP7587007G,Maryland State Police,Front to Rear,Howard,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,2/14/2025,No,39.137698834,-76.849034545,2025,12:20,12
Property Damage Crashes,CB607500CQ,Howard County Police,"Sideswipe, Same Direction",Howard,Local,No,Yes,No,SOLAR WALK,2884.0,COUNTY ROAD,No,1/13/2025,No,39.175777683,-76.823336137,2025,16:00,16
Injury Crashes,MTA0309001Q,Maryland Transit Administration,Single Vehicle,Baltimore City,Local,No,Yes,No,BAYVIEW BLVD (NB/L),781.0,MUNICIPAL ROAD,Yes,2/3/2025,No,39.287342252,-76.548357762,2025,17:23,17
Property Damage Crashes,AE6360005J,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,,No,Yes,No,,2097.0,COUNTY ROAD,No,1/17/2025,No,39.366675463,-76.795100758,2025,16:07,16
Property Damage Crashes,CB6422002G,Howard County Police,"Sideswipe, Same Direction",Howard,Local,No,Yes,No,MELLENBROOK RD,352.0,COUNTY ROAD,Yes,2/24/2025,No,39.230629619,-76.835182332,2025,09:30,9
Property Damage Crashes,AC2460006Z,Anne Arundel County Police,Single Vehicle,Anne Arundel,Minor Arterial,No,Yes,No,BALTO ANNAPOLIS BLVD (SB/L),648.0,MARYLAND ROUTE,No,1/6/2025,No,39.162745744,-76.622250918,2025,18:25,18
Property Damage Crashes,ADI686005D,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Major Collector,No,Yes,No,S CAROLINE ST,4250.0,MUNICIPAL ROAD,No,1/10/2025,No,39.290366,-76.596948,2025,09:40,9
Property Damage Crashes,MSP726800GY,Maryland State Police,Angle,Prince George's,Local,No,Yes,No,,978.0,MARYLAND ROUTE,No,1/14/2025,No,38.896802973,-76.721678253,2025,09:22,9
Injury Crashes,ADK689001H,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,LIBERTY HEIGHTS AVE (WB/L),26.0,MARYLAND ROUTE,No,1/19/2025,No,39.320812077,-76.660117813,2025,18:03,18
Property Damage Crashes,DA29780011,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,IVERSON ST,5466.0,COUNTY ROAD,No,3/14/2025,No,38.839241025,-76.946912904,2025,17:52,17
Property Damage Crashes,MSP7776005D,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,3/21/2025,No,38.984214025,-76.878629024,2025,10:12,10
Injury Crashes,ADK766005N,Baltimore City Police Department,Front to Rear,Baltimore City,Minor Arterial,No,Yes,No,ODONNELL ST CUTOFF,1220.0,MUNICIPAL ROAD,Yes,1/19/2025,No,39.279942287,-76.549562983,2025,09:58,9
Property Damage Crashes,ADJ55500BS,Baltimore City Police Department,Rear To Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,FREDERICK AVE,144.0,MARYLAND ROUTE,Yes,2/8/2025,No,39.280664031,-76.670542531,2025,22:54,22
Injury Crashes,MTA0348001Y,Maryland Transit Administration,Angle,Baltimore City,,No,Yes,No,,1125.0,MUNICIPAL ROAD,Yes,1/23/2025,No,39.29565525,-76.615500156,2025,11:00,11
Property Damage Crashes,DA28840089,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,POWDER MILL RD,212.0,MARYLAND ROUTE,Yes,3/15/2025,No,39.047308986,-76.916560625,2025,10:07,10
Property Damage Crashes,DA4359001J,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,No,,1883.0,PRIVATE ROAD,No,3/20/2025,No,39.079127795,-76.849335204,2025,08:01,8
Property Damage Crashes,CB550600J6,Howard County Police,"Sideswipe, Same Direction",Howard,Minor Arterial,No,Yes,No,BETHANY LA,1063.0,COUNTY ROAD,No,3/24/2025,No,39.279573749,-76.860191304,2025,15:39,15
Injury Crashes,DA4400000T,Prince George's County Police,Angle,Prince George's,Local,No,Yes,No,RENA RD,413.0,COUNTY ROAD,Yes,1/2/2025,No,38.829161837,-76.878961314,2025,10:30,10
Property Damage Crashes,MSP757700HM,Maryland State Police,Single Vehicle,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB/L),95.0,INTERSTATE ROUTE,No,2/10/2025,No,39.018113333,-76.925516667,2025,14:59,14
Injury Crashes,GB1029000D,Edmonston Police Department,Angle,Prince George's,Major Collector,No,Yes,No,BUCHANAN ST,20.0,MUNICIPAL ROAD,No,2/7/2025,No,38.945549906,-76.931465151,2025,17:01,17
Property Damage Crashes,MSP720000FP,Maryland State Police,Other,Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,3/15/2025,No,39.3654595,-76.470356167,2025,11:56,11
Property Damage Crashes,MTA04020016,Maryland Transit Administration,Other,Baltimore City,Local,No,Yes,No,E 32ND ST,7114.0,MUNICIPAL ROAD,No,2/1/2025,No,39.327092973,-76.609397472,2025,22:35,22
Injury Crashes,MTA0434001C,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,PATAPSCO AVE (SB/L),173.0,MARYLAND ROUTE,Yes,3/8/2025,No,39.238428169,-76.609218919,2025,07:05,7
Property Damage Crashes,ADK548002M,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,Yes,Yes,No,ERDMAN AVE (SB/L),151.0,MARYLAND ROUTE,Yes,1/25/2025,No,39.301138883,-76.537608911,2025,19:11,19
Property Damage Crashes,AC16080011,Anne Arundel County Police,Single Vehicle,Anne Arundel,,No,Yes,Yes,,,,No,3/11/2025,No,38.921556904,-76.558262966,2025,09:30,9
Property Damage Crashes,ADK9180015,Baltimore City Police Department,Front to Front,Baltimore City,Local,No,Yes,No,RIGGS AV,8232.0,MUNICIPAL ROAD,No,2/12/2025,No,39.300821367,-76.647469616,2025,18:39,18
Property Damage Crashes,BSPDA240002J,Baltimore City School Police,Front to Rear,Baltimore City,,No,Yes,No,,6571.0,LOCAL ROAD,Yes,1/17/2025,No,39.317796641,-76.541366669,2025,13:05,13
Property Damage Crashes,DA4276007G,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,PENNSY DR,2428.0,COUNTY ROAD,No,3/21/2025,No,38.936011363,-76.879112173,2025,22:00,22
Property Damage Crashes,DA4252005F,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,82ND AVE,2663.0,COUNTY ROAD,No,1/10/2025,No,38.926621299,-76.868437363,2025,14:51,14
Property Damage Crashes,AC2599002J,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Local,No,Yes,No,WHISTLING PINE RD,5140.0,COUNTY ROAD,No,3/31/2025,No,39.095667524,-76.544784627,2025,10:00,10
Injury Crashes,ADJ8310068,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,COTTAGE AV,3377.0,MUNICIPAL ROAD,No,3/31/2025,No,39.332035031,-76.659024497,2025,10:45,10
Injury Crashes,MTA02840028,Maryland Transit Administration,Single Vehicle,Baltimore County,Minor Arterial,No,Yes,No,NORTH POINT BLVD (SB/L),151.0,MARYLAND ROUTE,Yes,2/27/2025,No,39.275512019,-76.475262499,2025,13:57,13
Property Damage Crashes,BSPDA1680019,Baltimore City School Police,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,N EDEN ST,7502.0,MUNICIPAL ROAD,No,3/19/2025,No,39.306443678,-76.599814228,2025,08:10,8
Injury Crashes,MTA04750013,Maryland Transit Administration,Single Vehicle,Baltimore City,Major Collector,No,Yes,No,BLOOMINGDALE RD,2070.0,MUNICIPAL ROAD,Yes,3/17/2025,No,39.307850101,-76.669409438,2025,19:30,19
Property Damage Crashes,AE6334007G,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,No,,1800.0,PRIVATE ROAD,No,1/16/2025,No,39.372911294,-76.763187395,2025,15:20,15
Property Damage Crashes,DA345600F8,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,UNIVERSITY BLVD (WB/L),193.0,MARYLAND ROUTE,No,3/18/2025,No,38.987845404,-76.986173726,2025,08:40,8
Property Damage Crashes,AE6432003M,Baltimore County Police Department,Front to Rear,Baltimore County,Minor Arterial,No,Yes,No,PHILADELPHIA RD,7.0,MARYLAND ROUTE,No,1/13/2025,No,39.396867641,-76.421658677,2025,20:10,20
Property Damage Crashes,CB6409001D,Howard County Police,"Sideswipe, Same Direction",Howard,Minor Arterial,No,Yes,No,OLD ANNAPOLIS RD (WB/L),108.0,MARYLAND ROUTE,No,1/19/2025,No,39.237389636,-76.831784502,2025,16:48,16
Property Damage Crashes,CBPD01170078,Bowie Police Department,Single Vehicle,Prince George's,Minor Arterial,No,Yes,No,LAUREL BOWIE RD (SB/L),197.0,MARYLAND ROUTE,No,2/11/2025,No,38.972250915,-76.755916127,2025,18:38,18
Property Damage Crashes,MDTA09890004,Maryland Transportation Authority Police,Angle,Anne Arundel,,No,Yes,Yes,,,,Yes,1/3/2025,No,39.187776537,-76.660853997,2025,20:28,20
Property Damage Crashes,CB64090019,Howard County Police,Front to Rear,Howard,Major Collector,No,Yes,No,GORMAN RD,416.0,COUNTY ROAD,Yes,1/8/2025,No,39.133128988,-76.8400111,2025,09:02,9
Property Damage Crashes,AE6626002V,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,INVERNESS AVE,5585.0,COUNTY ROAD,No,1/15/2025,No,39.263897882,-76.486960416,2025,14:41,14
Property Damage Crashes,ADJ863009S,Baltimore City Police Department,Rear To Rear,Baltimore City,Major Collector,No,Yes,No,AILSA AVE,2495.0,MUNICIPAL ROAD,No,2/6/2025,No,39.342612773,-76.560033879,2025,08:27,8
Property Damage Crashes,DA4114006S,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,JOHN ADAMS DR,1990.0,COUNTY ROAD,No,2/19/2025,No,38.8011313,-76.920408913,2025,14:16,14
Property Damage Crashes,AE57400052,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,Yes,,,,Yes,1/30/2025,No,39.316002924,-76.734500355,2025,14:15,14
Property Damage Crashes,MSP743700BJ,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,1/28/2025,No,39.290388233,-76.7414025,2025,16:29,16
Property Damage Crashes,ADH6600055,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,,No,Yes,No,,8342.0,LOCAL ROAD,No,2/2/2025,No,39.274854,-76.6159412,2025,17:30,17
Injury Crashes,MTA0483000L,Maryland Transit Administration,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD (SB/L),140.0,MARYLAND ROUTE,Yes,3/26/2025,No,39.338931713,-76.667892144,2025,08:28,8
Property Damage Crashes,AE589800L9,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,GRALAN RD,2895.0,COUNTY ROAD,No,1/7/2025,No,39.274784421,-76.761775824,2025,08:50,8
Injury Crashes,MTA0367002B,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore City,,No,Yes,No,,2125.0,MUNICIPAL ROAD,Yes,3/26/2025,No,39.329755409,-76.682428831,2025,10:20,10
Property Damage Crashes,AB500500MB,Annapolis Police Department,Rear To Side,Anne Arundel,,No,Yes,Yes,,,,No,2/4/2025,No,38.969772785,-76.514309441,2025,09:20,9
Property Damage Crashes,AE6833000P,Baltimore County Police Department,Front to Front,Baltimore County,Local,No,Yes,No,BELLE GROVE RD S,2759.0,COUNTY ROAD,No,2/21/2025,No,39.273367649,-76.71132338,2025,14:13,14
Property Damage Crashes,MSP6317015T,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,RAMP 8 FR IS 695 SB TO IS 70 WB,70.0,RAMP,No,3/8/2025,No,39.306784916,-76.751364624,2025,19:45,19
Property Damage Crashes,AC2005007R,Anne Arundel County Police,"Sideswipe, Opposite Direction",Anne Arundel,Minor Collector,No,Yes,No,HILLTOP RD,1547.0,COUNTY ROAD,Yes,1/23/2025,No,39.17042865,-76.527028087,2025,15:06,15
Property Damage Crashes,AC2126006P,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,,No,Yes,Yes,,,,No,2/13/2025,No,39.126570811,-76.639296146,2025,21:00,21
Injury Crashes,AC2169006S,Anne Arundel County Police,Front to Front,Anne Arundel,,No,Yes,No,SOLOMONS ISLAND RD (SB/L),2.0,MARYLAND ROUTE,No,3/17/2025,No,38.873789308,-76.611287112,2025,04:54,4
Property Damage Crashes,AC2577002Q,Anne Arundel County Police,Front to Rear,Anne Arundel,Principal Arterial – Other Freeways and Expressways,No,Yes,No,NO NAME,100.0,MARYLAND ROUTE,No,1/3/2025,No,39.118681913,-76.51731994,2025,13:11,13
Property Damage Crashes,AE6385009X,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,JOPPA RD (EB/L),1400.0,COUNTY ROAD,No,2/21/2025,No,39.394739995,-76.492478604,2025,16:22,16
Injury Crashes,MTA0455000R,Maryland Transit Administration,Single Vehicle,Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD,140.0,MARYLAND ROUTE,Yes,3/1/2025,No,39.347473923,-76.690315705,2025,18:57,18
Property Damage Crashes,DA4431000J,Prince George's County Police,Front to Rear,Prince George's,,No,Yes,No,,451.0,SPUR,No,2/16/2025,No,38.983659596,-76.979000082,2025,12:30,12
Property Damage Crashes,AC2437005Q,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Local,No,Yes,No,WEST COURSE DR,4413.0,COUNTY ROAD,No,2/18/2025,No,38.979696957,-76.585066017,2025,20:51,20
Property Damage Crashes,DA364800CC,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,No,BOTTSFORD AVE,2816.0,LOCAL ROAD,No,3/17/2025,No,38.884802691,-76.749558034,2025,08:00,8
Property Damage Crashes,AB5670005N,Annapolis Police Department,"Sideswipe, Same Direction",Anne Arundel,Major Collector,No,Yes,No,NORTHWEST ST,2300.0,MUNICIPAL ROAD,No,3/14/2025,No,38.978790936,-76.493358076,2025,09:59,9
Property Damage Crashes,MSP645200DQ,Maryland State Police,Other,Baltimore County,,No,Yes,Yes,,,,No,3/24/2025,No,39.347534329,-76.450510541,2025,12:15,12
Property Damage Crashes,AE6764001M,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,BIRD RIVER RD,4182.0,COUNTY ROAD,No,3/6/2025,No,39.367337832,-76.409042308,2025,09:00,9
Property Damage Crashes,CB64250033,Howard County Police,Front to Rear,Howard,,No,Yes,No,,1.0,UNITED STATE ROUTE,Yes,2/27/2025,No,39.174706603,-76.777929745,2025,07:29,7
Property Damage Crashes,AB74890006,Annapolis Police Department,Front to Rear,Anne Arundel,Local,No,Yes,No,BALDRIDGE RD,190.0,MUNICIPAL ROAD,No,1/7/2025,No,38.987632186,-76.517191007,2025,18:56,18
Injury Crashes,MTA03980011,Maryland Transit Administration,Angle,Baltimore City,Principal Arterial – Other,No,Yes,No,W LOMBARD ST,1395.0,MUNICIPAL ROAD,No,1/21/2025,No,39.287662,-76.614876,2025,15:20,15
Property Damage Crashes,AC26410003,Anne Arundel County Police,Angle,Anne Arundel,Local,No,Yes,No,26TH ST,160.0,GOVERNMENT ROAD,No,3/25/2025,No,39.127306536,-76.736738395,2025,15:36,15
Property Damage Crashes,AE6697003V,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,WOODLYNN RD N,4802.0,COUNTY ROAD,No,3/18/2025,No,39.304133409,-76.463422529,2025,18:30,18
Property Damage Crashes,CB63190035,Howard County Police,Angle,Howard,,Yes,Yes,No,,1.0,UNITED STATE ROUTE,No,1/4/2025,No,39.151369999,-76.802350435,2025,19:00,19
Property Damage Crashes,AE6606001N,Baltimore County Police Department,Front to Rear,Baltimore County,Minor Arterial,No,Yes,No,WOODLAWN DR,2501.0,COUNTY ROAD,No,2/11/2025,No,39.319840536,-76.736005219,2025,20:11,20
Property Damage Crashes,ADK9420031,Baltimore City Police Department,Front to Front,Baltimore City,Local,No,Yes,No,S PAYSON ST,5571.0,MUNICIPAL ROAD,No,3/13/2025,No,39.284231992,-76.648423914,2025,20:41,20
Property Damage Crashes,AE58260088,Baltimore County Police Department,Angle,Baltimore County,Minor Arterial,No,Yes,No,HONEYGO BLVD,6539.0,COUNTY ROAD,Yes,1/9/2025,No,39.372423472,-76.470805471,2025,12:10,12
Property Damage Crashes,DA4252005K,Prince George's County Police,Angle,Prince George's,Local,No,Yes,No,POLK ST,1034.0,COUNTY ROAD,No,1/21/2025,No,38.941322676,-76.872985707,2025,14:27,14
Property Damage Crashes,DA43740035,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,,No,Yes,Yes,,,,No,2/4/2025,No,38.984383531,-76.86170075,2025,09:33,9
Property Damage Crashes,AE6639004T,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,INDUSTRY LA,797.0,COUNTY ROAD,No,1/16/2025,No,39.466074167,-76.6398105,2025,08:30,8
Property Damage Crashes,AC250900C1,Anne Arundel County Police,Single Vehicle,Anne Arundel,Minor Arterial,No,Yes,No,GENERALS HWY,178.0,MARYLAND ROUTE,No,2/12/2025,No,38.988072283,-76.5487291,2025,06:37,6
Injury Crashes,MTA04820004,Maryland Transit Administration,Single Vehicle,Baltimore City,Local,No,Yes,No,W NORTH AV,8052.0,MUNICIPAL ROAD,Yes,2/13/2025,No,39.308836225,-76.675059389,2025,21:10,21
Property Damage Crashes,AE58260083,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,LYNDALE AVE,4259.0,COUNTY ROAD,No,1/6/2025,No,39.360164345,-76.51211544,2025,08:15,8
Property Damage Crashes,AE63300054,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,No,,155.0,PRIVATE ROAD,No,3/11/2025,No,39.258046333,-76.510096333,2025,16:08,16
Injury Crashes,MSP0568005L,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB/L),95.0,INTERSTATE ROUTE,No,2/26/2025,No,38.815290277,-76.954816451,2025,14:45,14
Property Damage Crashes,MSP7247005Q,Maryland State Police,Single Vehicle,Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY,95.0,INTERSTATE ROUTE,No,1/28/2025,No,39.431125786,-76.383956974,2025,06:35,6
Property Damage Crashes,MSP7879000S,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,1/20/2025,No,39.254865917,-76.687065617,2025,08:56,8
Property Damage Crashes,AE6702000Q,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,Yes,,,,No,2/21/2025,No,39.372784431,-76.509736433,2025,11:25,11
Injury Crashes,MSP746300JP,Maryland State Police,Front to Rear,Anne Arundel,Interstate,No,Yes,No,NO NAME (SB/L),97.0,INTERSTATE ROUTE,No,3/4/2025,No,39.05875465,-76.6347202,2025,08:30,8
Property Damage Crashes,DA3641009R,Prince George's County Police,Front to Rear,Prince George's,Local,No,Yes,No,CHEROKEE ST,785.0,COUNTY ROAD,No,3/10/2025,No,39.006059036,-76.964615518,2025,07:50,7
Property Damage Crashes,AE6487005T,Baltimore County Police Department,Front to Rear,Baltimore County,Major Collector,No,Yes,No,OLD PIMLICO RD,1496.0,COUNTY ROAD,No,1/17/2025,No,39.375206107,-76.677934464,2025,13:52,13
Injury Crashes,MTA0437000Y,Maryland Transit Administration,Single Vehicle,Baltimore City,Local,No,Yes,No,FAIT AV,7597.0,MUNICIPAL ROAD,Yes,1/16/2025,No,39.284826023,-76.530235052,2025,17:04,17
Injury Crashes,MTA0393000N,Maryland Transit Administration,Unknown,Baltimore City,,No,Yes,No,,140.0,RAILROAD,No,3/17/2025,No,39.314303183,-76.647630016,2025,15:30,15
Injury Crashes,MTA04940004,Maryland Transit Administration,Other,Baltimore City,Minor Arterial,No,Yes,No,PARK AVE,1620.0,MUNICIPAL ROAD,Yes,3/13/2025,No,39.290508795,-76.617979029,2025,14:15,14
Property Damage Crashes,AE46820060,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,MEADOWVALE RD,1021.0,COUNTY ROAD,No,1/6/2025,No,39.414424395,-76.606068946,2025,12:00,12
Property Damage Crashes,BSPDA1760018,Baltimore City School Police,Unknown,Baltimore City,,No,Yes,No,,1390.0,MUNICIPAL ROAD,Yes,1/10/2025,No,39.289560761,-76.600920158,2025,11:00,11
Property Damage Crashes,ADF8800067,Baltimore City Police Department,Front to Front,Baltimore City,Local,No,Yes,No,S SHARP ST,8295.0,MUNICIPAL ROAD,No,1/7/2025,No,39.275248604,-76.620128689,2025,13:20,13
Injury Crashes,MTA0361001C,Maryland Transit Administration,Front to Front,Baltimore County,Principal Arterial – Other,No,Yes,No,LIBERTY RD (WB/L),26.0,MARYLAND ROUTE,No,2/19/2025,No,39.349915111,-76.747390562,2025,03:58,3
